,feelings,emotion,class_label
487,turned page feel like way getting back irresponcible years carefree college,joy,5
488,favourites choice book dvd us uk im feeling generous limit something like,love,4
489,feeling energetic alive happier long time,joy,5
490,feel really pathetic confronted,sadness,0
491,feel dangerous games activities,anger,1
492,feel world class player benzema mould would fantastic,joy,5
493,feeling terribly burdened impending anxiety trying keep eyes prize,sadness,0
494,feel could unpleasant layered love healing forgiveness expectation things turn well,sadness,0
495,im feeling gloomy completed nothing though im supposed complete many things,sadness,0
496,working amount would like feel like lifestyle change successful far,joy,5
497,love porn industry feel satisfied fulfilled working say really bring big bucks,joy,5
498,overhear victory tune geeks ringtone feel triumphant,joy,5
499,love children literature authors feel need dumb things kids,sadness,0
500,soo quiet mixture sleeping well feeling bit isolated big group,sadness,0
501,feel greedy money hungry absolutely,anger,1
502,feel fucked want shut,anger,1
503,feel passionate certain topic love backing position actual knowledge facts instead relying solely opinions,joy,5
504,feel like today way suffering exam day open books everytime went home,sadness,0
505,feel surprised makes,surprise,3
506,woke morning hike feeling jubilant,joy,5
507,feel like little kid whose mom proud touched soccer ball game,joy,5
508,feel miserable inside outside like,sadness,0
509,must find way accept limitations older without feeling held back resentful,anger,1
510,feel incredibly charmed people life exciting amazing chapter things,joy,5
511,feel wronged judges people make times however also found actually life need responsible actions people around us,anger,1
512,know feelings stem part accepted mainstream importantly communities seek belongingness,joy,5
513,really like special edition really feel special songs,joy,5
514,feel must blog constantly loyal fans baker thia sandwich scruncher course mini rex,love,4
515,im currently feeling way fucked mother tongue paper,anger,1
516,feel innocent love,joy,5
517,feel like sweet carby yet low glycemic meal breakfast often dessert,joy,5
518,feel safe encoding utf locale en isprivate false ismobile false mobileclass isprivateblog false languagedirection ltr feedlinks link rel alternate type application atom xml title could use standing ovation could,joy,5
519,really lose lot nesting homemaking instinct desire pregnant longer im pregnant worse gets though get month reprieve feel creative around six month mark youll notice post halloween,joy,5
520,feel opportunity return moz gods gracious gracious way giving heat desire despite self doubt uncertainty past,joy,5
521,feel really lucky found resource always felt answers needed asking,joy,5
522,keep running hill fitness wise feel fine along foot calves starting hurt also begin tire,joy,5
523,always sensitive every sense feels like assaulted drag away darkness,fear,2
524,supposed ought feel thankful adding sarcastic edge age,joy,5
525,couldnt help feel totally distraught utterly helpless lorena kidnapped tortured almost death band enemies desperate freedom,fear,2
526,feel unfortunate mister magnum sounds cheers travelling well long periods race,sadness,0
527,feel tortured tragic enough without importance sparkle,anger,1
528,feel selfish thinking way feel lonely times,anger,1
529,feel drained energy,sadness,0
530,think day chatted mom amp also feeling horny masturbate,love,4
531,feeling pretty stinkin shitty horrible reviewer,sadness,0
532,feel helpless,sadness,0
533,feeling awful sunday,sadness,0
534,dont know started feel weird pressure largely silent audience falsely inflated sense importance expressing ever articulate opinions said audience,surprise,3
535,woke nap feel extremely agitated grumpy,fear,2
536,ive studying really hard discovering pretty words never crossed mind portray exact meaning feel like ive missed lot,sadness,0
537,feel lonely work im social bird usually school,sadness,0
538,love comments feel free post one,joy,5
539,feel intimidated great women family tree,fear,2
540,truly feel lot positive things help conditions workers families kids,joy,5
541,think may reason would want fly back uae oblivious conflicts plague conflicts feel helpless resolving,sadness,0
542,saw video cena kissing maria surprisingly didnt feel like hated,sadness,0
543,feel like rather unkind,anger,1
544,feeling submissive,sadness,0
545,feel bit obnoxious definately weather,anger,1
546,says pressing torso siwons bringing faces close enough feel siwons agitated breath,anger,1
547,indifferent tell feelings words treasured ever since feeling start bloom one moments want keep,love,4
548,feel hes casual entire future,joy,5
549,still feeling strong missed couple lifts,joy,5
550,sat couch several hours feeling pretty low,sadness,0
551,checked long time ago say happy way back feeling contented everyone everything around,joy,5
552,write something big happened like fun trip milestone times write tell im feeling sweet baby snuggles growing personality,joy,5
553,hate expectation must need man life feel worthwhile valued,joy,5
554,feel loving kindness allow us think feel conscious interact various things body mind,love,4
555,feel completely blessed part group,love,4
556,im type doesnt use moisturizer skin oily product designed contain ton moisturizing ingredients make skin feel lovely without oils,love,4
557,im afraid im environment makes feel relaxed cause,joy,5
558,feeling overwhelmed want physically shake everything way would spider shirt,surprise,3
559,say little piece feels agitated watch discussions race style color font family georgia serif font size px line height,fear,2
560,feel cant touch said love bit much wont deny broke heart cant find crush dont come back home,sadness,0
561,feel little frustrated ache longing settled heart weariness life slipped around shoulders like unwelcome friend,anger,1
562,even remember trying last year feeling crappy nowhere near closing,sadness,0
563,broke uncles radio player accidentally feared going cut going house well playing,fear,2
564,feeling conflicted whether follower christ celebrate ever popular pagan originated modern day holidays,joy,5
565,feeling impatient took pills,anger,1
566,feel carefree weightless yet worried grounded time,joy,5
567,feel sincere repentant past opposition civil rights,joy,5
568,one point put son daycare mom constantly made feel like terrible parent,sadness,0
